"Comment","Sentiment"
"Hi Eduardo   I have tried with your settings for the timezone. I was not able to reproduce it. The meeting was correctly displayed in the calendar, the meeting times in the iCal invitations where send fine, I tried also with ""simple email"". The invitation hash also worked fine and had the correct time validity.","Neutral"
"Thanks for the patch. Committed to 0.8.","Positive"
"It is not needed in trunk. Trunk will be taken care of in HADOOP-7853.","Neutral"
"+1 This patch looks reasonable to me.  Thanks  Hairong!","Positive"
"Thank you Jing for the review.","Positive"
"Attached a patch that adds a flag for opt-in and adds a test","Neutral"
"Thanks Jon. +1. Patch looks good.  Minor nitpick I have is that it would be nice to give the test a more relevant name than testAutomaticallyMadeName. Something like testRelationAliasForBinCond. But I am not going to insist. ","Positive"
"[~sershe] sorry for late reply. I upload the patch to https://reviews.facebook.net/D13341. Could you help to review it ? thx.","Negative"
"Hi Lars  sorry about the delay in responding. Good point about the TreeMap always returning result in a deterministic ordering. The patch itself I think is still beneficial because it removes a little bit of redundancy in the existing equality code. IMO, the fix makes it easier to understand as well. In addition, the tests are beneficial since we were missing coverage there.  I think it'd be better if the fix were in sooner, but it's probably not an issue if we moved it to 0.94.7.","Negative"
"Damn...","Negative"
"+1 (damn intellij  it's not like patch format hasn't been standard for years)","Negative"
"The patch went to the wrong bug.","Negative"
"Committed revision 644436.","Neutral"
"Seems we didn't enforce an exec for sh  but we did for fs.","Negative"
"Added patch generated from CXF 2.2.6","Neutral"
"That sounds like some serious buck passing.","Negative"
"fixed in trunk... thanks Henri!","Positive"
"Then you're pretty well screwed. ","Negative"
"Thanks [~cnauroth] & [~tomwhite] for the reviews!","Positive"
"The ASF is going to get the document signed this week  will keep you posted.","Neutral"
"Sorry I missed this since it wasn't tagged iOS. Looking at it now.","Negative"
"the recommendation in the wiki is bad.","Negative"
"Aleksey  is the problem you mentioned is caused by this patch? If yes I can fix it and submit new patch ASAP.","Neutral"
"+1  Thanks!","Positive"
"Sorry I didn't use your patch  but I think you'll like the end result.","Negative"
"Thanks Andi.","Positive"
"Thanks  Oliver!","Positive"
"applied in revision 411104 Paulex, please verify it resolves the issue","Neutral"
"Sorry for that.","Negative"
"They don't vote  they whine that something (or everything) sucks.","Negative"
"My apologies - I submitted the wrong patch file. I've checked the trunk and what you applied is correct so I won't re submit. Thanks for covering my sloppiness. ","Positive"
"Long Life MyFacesssssssssss!","Positive"
"+1  Looks good to me!","Positive"
"great idea  those are lost to the ages but I'll try to reproduce.","Positive"
"description of the changes made in this patch","Neutral"
"This was taken care of already.","Neutral"
"This sucks *so much*...","Negative"
"Sorry to have not spotted this one  and thanks for your care.","Negative"
"And with a network that tolerates almost everything to get a mail somehow in the right place, it is only seldom noticed (or when it is, it is blamed on Microsoft.","Negative"
"I committed a patch to trunk to make access to bundle state volatile. Please close this issue if you are satisfied.","Neutral"
"Sorry  on holiday last week and just catching up.","Negative"
"Committed to trunk. Thanks Jeff!","Positive"
"Perhaps we should have a filesystem-specific method that indicates whether a path is fully-qualified?","Neutral"
"Hi Tiago   Thanks for looking at this issue.  On visual inspection of the change, your text change looks fine. However, I can't apply the patch. You need to svn diff from the top of the tree show it shows the path staring with java/engine/...  You should reopen the issue until it has been committed.  Also, just for good measure you should run suites.All and derbyall  in case there are any canon updates needed.  Thanks  Kathey ","Positive"
"In this case  data would pretty much just silently be lost.","Negative"
"Committed to 92 branch and trunk.  Thanks for review stack.","Positive"
"Awesome - great stuff Maria.  Thanks!","Positive"
"@JMS & @stack Tks for your review and commtents, my reply as follows... bq.Have you tried it? Does it works for you? Yes, I've tested it in our env. and works well {quote} Is this required? {code} executor = null; {code} {quote} My intention was to set _executor_ explicitly if the call path is _main -> HbaseFsck -> initialPoolNumThreads -> run -> initialPoolNumThreads_, despite it should be no hurt if I remove this statement.  {quote} What JMS said (down to his +1). When you set exec = 0, it makes me wonder if it would ever be non-null and if so, should it be shutdown before you make a new one? But maybe this is an impossible state. {quote} Tks for stack's suggestion !! this way is more safer if any unexpected call happens. So I changed the code snippet into following style. How do you think about this ? {code} 288 if (executor != null) { 289      executor.shutdown(); 290      executor = null; 291 } {code}  bq.Can you do a trunk version to run hadoopqa? No problem, I can do it later","Neutral"
" I think the comments here are a bad sign... I sent us down an unfortunate slippery slope  we are a search engine library!  don't put shit in the index directory! or we will delete your shit. dead simple.","Negative"
"Committed. Thanks Jarek","Positive"
"Marking this as won't fix.","Neutral"
"Unfortunately I have no Sql Server to test against at the moment. But I wonder  does this work when using a table name like 'SomeTable' (note the upper case). If you could verify for me that such mixed case names work with your patch when not in delimited mode, then I'll apply it ASAP.  Tom","Negative"
"dupe of SLING-1529","Neutral"
"add 1 more reference overhead in the HRegion. Update the patch.","Neutral"
"The fix causes test to fail in other circumstances.  Apparently File.delete() can't be relied upon to actually delete the file.","Neutral"
"Sorry  I missed Bill's comment.  bq. We've seen similar exceptions when loading data that contains text with the column delimiter in it, which produces shorter than expected tuples. Could that be the case here?  I don't think that's the case here.  However, I've made many silly mistakes&misunderstandings in pig before.  Let me double check.","Negative"
"Thanks  Sravya!","Positive"
"I just committed this.  I changed it so that Mapper and Reducer extend a Closeable interface rather than both providing a close() method directly.","Neutral"
"> - FOUserAgent.getStream() is cool and very easy to use (now that it's properly > documented).","Positive"
"Cool. sounds good to me.","Positive"
"Thanks for volunteering for this  Prashanth!","Positive"
"Hi Dushshantha   Please find the attached file AXIS2C-1193-manual.patch.","Neutral"
"Blooper after blooper - I hate SVN.","Negative"
"Thanks  I've committed your patch  leaving out the change to equals() and not removing mergeBooleanQueries() as that is a public method which someone might be using. Also, could you please check if the test case is correct now? I couldn't apply that part of your patch cleanly and something might have been broken. ","Positive"
"This looks simple and sweet to me.","Positive"
"(In reply to comment #29) > (In reply to comment #28) > > Created an attachment (id=19576) [edit] [edit] > > main patch file > > > > I'v had problems again applying the patch: something went wrong with FontSetup, > looks like the patch wants to remove this file entirely, which I don't think > should be the case.  Hmm..  not sure quite why that happened.  > Also, why did you change the DEFAULT_STRICT_FO_VALIDATION constant into > DEFAULT_STRICT_VALIDATION? I think it would be clearer to leave it as is.  Have done.","Neutral"
"I wholeheartedly agree this API is confusing as hell.","Negative"
"+1  I committed this. Thanks, Jothi!","Positive"
"Thanks for the suggestion Raghu.  Let me try it.","Positive"
"So  sorry I can't be more obliging.","Negative"
"Not pretty.","Negative"
"It seems some of the wrappers in ink_hrtime.h() might no longer be used either  e.g. ink_gettimeofday() is never used  so lets get rid of that shit.","Negative"
"Sorry  I meant to have this patch in sooner but got quite busy  I expect to have it soon.","Negative"
"This is Awesome Stefan - thanks a million!","Positive"
"Thanks  applied OK.","Positive"
"Here is a Test case to reproduce it. I launch it on a JDK1.6 and it deadlocks each 6 to 10 run.","Neutral"
